"siren","pays_partenaire","annee","type_relation","taux_detention","flux_equity","flux_pret_intragroupe","stock_ide"
"403952015","PL",2023,"Autre",0.8754,-59947.56,-2221.48,556017.75
"332637911","MX",2025,"Autre",0.4667,109706.37,-54813.82,368058.72
"469431876","BR",2023,"Filiale",0.7421,22856.22,24453.49,302135.76
"525722212","CH",2025,"Filiale",1.24433226156747,-164324.68,-21976.06,244669.56
"657370909","PL",2023,"Autre",0.9329,-232465.44,49597.03,247796.81
"524232458","HK",2025,"Partenaire stratégique",0.7674,219754.3,79195.94,226123.27
"566062183","BR",2023,"Succursale",0.5821,-148067.49,98365.46,120043.23
"416169572","IN",2024,"Filiale",0.9435,-11238.58,-47686.37,444890
"533673301","IT",2024,"Partenaire stratégique",0.3705,143046.49,91875.09,752308.22
"590726816","NL",2025,"Succursale",0.3425,-212404.78,-169515.03,423787.48
"763799764","HK",2024,"Filiale",0.6103,-112093.7,-66778.98,934092.33
"764929686","SG",2024,"Succursale",0.8568,6302.86,120310.54,705367.79
"579634961","MX",2025,"Filiale",0.1798,148692.49,65896.99,770114.17
"464357789","CA",2025,"Succursale",0.8294,27559.79,14173.8,274472.21
"509623141","US",2025,"Autre",0.1511,7139.27,-100775.83,54408.55
"464357789","JP",2023,"Joint Venture",0.5002,-304626.82,48257.81,947125.66
"407242734","DE",2025,"Partenaire stratégique",0.3417,-222558.84,93207.28,870950.65
"566062183","BR",2025,"Succursale",0.7219,-197959.08,-20969.46,22280.51
"676822243","US",2023,"Partenaire stratégique",0.665,-221593.44,-18346.28,605254.62
"414429749","MX",2025,"Joint Venture",0.7187,33474.32,-24323.23,719896.65
"700998588","HK",2023,"Partenaire stratégique",0.092,-12889.66,-54858.32,760088.22
"581392676","AU",2025,"Autre",0.7456,-154570.16,15637.02,325875.42
"836586521","ES",2024,"Filiale",0.5006,-3569.02,-169447.86,820837.14
"663658596","CA",2025,"Succursale",0.4916,144029.92,120130.77,501927.9
"464357789","HK",2023,"Succursale",0.1896,63611.41,2007.63,889465.3
"591828838","SG",2099,"Partenaire stratégique",0.4457,144472.89,1286.53,421371.65
"440873661","GB",2025,"Filiale",0.4989,-178978.43,-117981.8,524384.27
"503082497","GB",2023,"Filiale",0.2401,25863.78,63438.2,405970.38
"469116354","SE",2025,"Maison Mère",0.4962,53127.25,52680.54,515059.07
"518566719","DE",2024,"Joint Venture",0.2039,24195.93,100768.71,885588.42
"557866768","AU",2023,"Maison Mère",0.3945,-159143.04,-63618.07,151971.79
"807180823","IN",2024,"Filiale",0.849,415670.12,-9676.89,214078.11
"356174702","JP",2024,"Filiale",1.03292059295811,-183292.33,-46646.87,542003.99
"630180145","US",2023,"Maison Mère",0.6086,94976.81,18485.56,647273.65
"395721344","IT",2025,"Joint Venture",1.42725920612225,315547.52,-88658.21,681888
"711765658","CN",2025,"Maison Mère",0.7101,6669.78,-55353.22,399802.38
"354223695","AU",2023,"Partenaire stratégique",0.7129,3567.95,82437.2,143410.67
"508284398","CH",2023,"Joint Venture",0.0963,95613.26,-3736.48,424539.12
"700998588","US",2025,"Partenaire stratégique",0.9348,-416337.43,-121162.19,1312993.06
"648451828","IT",2024,"Partenaire stratégique",0.7741,-68110.75,-48599.82,899737.59
"405807560","PL",2024,"Autre",0.3934,119339.77,175249.79,805280.87
"516233750","PL",2023,"Filiale",1.37441299702972,-47326.61,-29456.99,478257.72
"774235526","US",2023,"Partenaire stratégique",0.8745,28796.08,16696.38,276051.69
"663658596","SG",2024,"Partenaire stratégique",0.181,-55115.05,-20540.81,379308.2
"508162482","BE",2025,"Partenaire stratégique",0.3185,184027.78,-92951,372486.53
"714974780","HK",2024,"Autre",0.766,-175378.54,88054.67,424179.52
"694567969","DE",2025,"Filiale",0.656,-234908.58,-26321.62,1048733.72
"647310851","HK",2025,"Joint Venture",0.9586,-168889.06,-224536.48,684237.06
"767464543","IT",2023,"Partenaire stratégique",0.6808,-102192.63,-27544.67,582742.67
"561267069","NL",2023,"Joint Venture",0.1471,118109.26,151282.25,290565.53
"608751238","US",2023,"Maison Mère",0.9609,-61140.43,-140545.42,245082.44
"877640240","PL",2025,"Succursale",0.7438,32399.93,76277.38,457896.94
"536511620","AU",2023,"Succursale",0.7563,-106701.33,-28151.21,850994.02
"476518783","ES",2023,"Succursale",0.1798,-172362.79,112593.51,393046.51
"877640240","US",2025,"Autre",0.2626,53838.4,73422.19,140825.59
"616907383","ES",2024,"Filiale",0.8241,-97427.6,104856.81,532742.86
"714974780","ZA",2025,"Partenaire stratégique",0.623,-27082.98,21910.22,829455.69
"877218337","BE",2025,"Maison Mère",0.4045,-149004.05,100858.93,464274.22
"625605306","MX",2024,"Autre",0.7457,-24774.58,-87939.67,450207.07
"315788838","GB",2024,"Succursale",0.7274,-1307.6,199047.69,354810.5
"630180145","DE",2025,"Succursale",0.4656,36156.31,5609.86,596426.94
"338158626","MX",2023,"Joint Venture",0.3797,73388.05,123200.89,13684.67
"629877872","HK",2024,"Autre",0.7243,2842.04,-31649.73,525200.69
"521430532","MX",2025,"Partenaire stratégique",0.2206,28871.41,-24652.6,694164.76
"616907383","ZA",2024,"Autre",0.2952,-15360.79,94635.83,612741.82
"896319729","IT",2025,"Partenaire stratégique",0.5316,-341998.31,-14618.76,893254.04
"793532236","IN",2025,"Partenaire stratégique",0.4053,-182529.08,-50397.58,852526.36
"647310851","SG",2024,"Maison Mère",0.7232,62945.09,102983.43,333398.65
"702445345","BR",2023,"Partenaire stratégique",0.2858,-139208.83,-64227.66,519682.84
"329870562","JP",2024,"Maison Mère",0.2382,62300.16,-3119.41,5081.59
"676822243","CN",2023,"Joint Venture",0.6158,40769.7,-10573.07,701991.29
"720493468","SE",2024,"Maison Mère",0.8522,210037.99,73684.73,539573.33
"356174702","DE",2023,"Succursale",0.0785,-8740.2,-23869.71,571030.02
"823568584","CA",2025,"Partenaire stratégique",0.0645,76387.39,10769.86,829507.81
"625605306","ES",2023,"Partenaire stratégique",0.8851,275709.91,38340.95,680552.75
"477037712","CH",2024,"Partenaire stratégique",0.5873,367182.02,55723.78,729223.99
"508162482","GB",2023,"Joint Venture",0.499,-173352.76,-71838.79,441519.58
"516076352","IN",2024,"Autre",0.1615,-58461.89,-12399.68,1010117.51
"622525805","BE",2023,"Joint Venture",0.7413,-84778.53,39648.13,251063.69
"560040156","SG",2024,"Filiale",0.9101,-65942.41,40276.82,400295.15
"884061319","JP",2023,"Autre",0.4345,-88057.06,-155246.09,304326.76
"536511620","JP",2024,"Filiale",0.7112,-29625.27,85913.3,321165.69
"474486842","MX",2023,"Succursale",0.3326,111172.24,137351.33,725290.79
"521430532","GB",2023,"Maison Mère",0.4539,9275.71,-36055.93,432536.25
"689511328","SG",2024,"Partenaire stratégique",0.1086,250459.3,116945.7,809045.57
"896319729","GB",2025,"Filiale",0.4787,233202.53,-49089.73,357210.71
"778245953","SE",2023,"Autre",0.916,-162901.93,-30473.57,508478.89
"676911174","PL",2024,"Joint Venture",0.3677,-93948.92,64240.64,612682.39
"815697976","DE",2024,"Joint Venture",0.8916,190437.12,-199306.06,197056.35
"608751238","NL",2025,"Filiale",0.6676,-140122.31,-3777.6,992566.22
"347556303","PL",2023,"Filiale",0.5402,-459856.41,-17283.23,258612.3
"332637911","AU",2023,"Succursale",0.2838,326943.95,29429.38,405366.83
"778245953","ES",2024,"Partenaire stratégique",0.7108,-200160.81,-39673.1,305572.78
"721548039","SE",2024,"Joint Venture",0.6854,133504.39,115622.04,70717.1
"622740591","IN",2023,"Filiale",0.5008,-108004.31,158166.05,866260.13
"896319729","PL",2025,"Partenaire stratégique",0.8686,206282.86,-74628.97,771049.15
"647310851","US",2023,"Filiale",0.8676,-102581.14,3516.94,615627.94
"700998588","GB",2025,"Succursale",0.0919,110061.16,-14321.56,397009.22
"525722212","ZA",2025,"Autre",0.9605,21883.44,-24876.03,159086.26
"37565796","AU",2023,"Filiale",0.4702,-107923.05,-7026.33,279296.21
"332637911","MX",2024,"Partenaire stratégique",0.3726,137240.74,22151.26,691116.53
"703507416","MX",2023,"Succursale",0.0756,112133.95,54764.25,450902.91
"399658599","SE",2024,"Maison Mère",0.5735,-283824.87,-79520.56,440127.91
"648451828","ES",2025,"Maison Mère",0.3513,-97288.54,45365.59,488575.01
"807180823","CN",2023,"Autre",0.1701,-170140.77,-56077.44,689268.68
"588475975","CA",2025,"Autre",0.5758,-62467.29,15547.28,406348.79
"600444026","NL",2023,"Maison Mère",0.9169,449941.59,106323.2,317815.23
"877218337","ZA",2025,"Joint Venture",0.4542,-139598.22,-35484.08,644504.79
"856514727","NL",2025,"Partenaire stratégique",0.5695,27658.37,60344.1,635715.7
"373676741","BR",2025,"Partenaire stratégique",0.9329,149187.99,-57482.35,446364.98
"347556303","PL",2024,"Succursale",0.6324,-47749.42,-138876.76,17428.94
"429562558","CA",2025,"Filiale",1,174376.61,31319.17,376712.57
"673251982","HK",2025,"Partenaire stratégique",0.8813,-185001.77,-15845.43,208735.26
"588475975","CA",2025,"Maison Mère",0.139,-201641.26,117865.7,494796.34
"363488763","ZA",2023,"Filiale",0.6323,283646.42,11234.9,20129.31
"414429749","IN",2025,"Filiale",0.8576,38125.39,-37122.64,825640.66
"566062183","ZA",2025,"Joint Venture",0.7861,-30309.5,-96157.01,783456.09
"672446413","BE",2024,"Joint Venture",0.7576,-249984.01,-119018.73,331423.32
"887981678","US",2025,"Maison Mère",0.8905,-157810.66,107386.58,916656.41
"807180823","HK",2025,"Joint Venture",0.2572,86558.08,-14313.63,832927.24
"516076352","SG",2023,"Joint Venture",0.0972,166762.6,11994.58,606088.11
"702445345","CN",2025,"Joint Venture",0.932,-198096.18,37180.35,75193.61
"315788838","IT",2025,"Succursale",0.8799,41782.09,7214.23,1160892.53
"310982527","BE",2023,"Joint Venture",0.2439,109488,17639.6,498507.67
"721548039","AU",2024,"Joint Venture",0.2289,-219086.95,43009.83,581255.22
"393166433","AU",2025,NA,0.0994,-99064.17,23274.29,5639.34
"657370909","BE",2025,"Succursale",0.7277,95254.85,-103506.93,409536.7
"608751238","AU",2023,"Joint Venture",0.6925,-45344.8,-97121.48,703800.56
"315788838","AU",2025,"Filiale",0.9577,-183686.95,5024.28,767716.68
"629877872","GB",2023,"Maison Mère",0.2616,-151089.88,18959.94,523797.37
"716364994","DE",2023,"Filiale",0.9425,-100655.47,128578.67,436551.98
"702662157","BR",2023,"Partenaire stratégique",0.3335,-83932.04,-58209.93,600648.14
"694567969","US",2025,"Maison Mère",0.835,-167153.61,5031.76,407141.03
"537199735","JP",2024,"Maison Mère",0.2513,51783.67,-77208.66,630689.63
"393166433","HK",2024,"Partenaire stratégique",0.6503,-156033.15,-52479.51,676324.49
"676911174","ZA",2025,"Joint Venture",0.352,-234874.14,-74565.52,487263.87
"700998588","CA",2023,"Autre",0.4156,-180817.71,29093.4,221889.94
"746916022","JP",2025,"Maison Mère",0.5741,303054.6,105458.62,836612.37
"581392676","SE",2023,"Joint Venture",0.2999,-96800.34,-14313.3,833670.53
"469116354","GB",2023,"Maison Mère",0.2095,49452.57,19719.88,132300.88
"477037712","DE",2023,"Filiale",0.6713,162778.21,-141235.74,539739.09
"856514727","CN",2024,"Partenaire stratégique",0.7032,21090.45,9011.2,505601.92
"716364994","SG",2024,"Joint Venture",0.9044,161854.96,17439.56,691571.4
"859293323","PL",2023,"Partenaire stratégique",0.7558,144241.23,-5549.08,119053.34
"414415144","MX",2024,"Partenaire stratégique",0.2874,-45694.27,50903.72,409049.26
"405807560","SG",2023,"Succursale",0.4985,153466.02,30446.5,740326.62
"856514727","HK",2024,"Partenaire stratégique",0.4058,81293.12,-65217.04,639060.38
"647310851","CA",2024,"Partenaire stratégique",0.2858,-139365.41,-54419.48,405702.79
"702662157","BE",2023,"Filiale",0.6574,23020.53,92103.25,295061.22
"462492166","DE",2023,"Maison Mère",0.302,47232.5,55258.38,1153552.94
"330600273","MX",2024,"Partenaire stratégique",0.2796,86334.33,45397.12,833197.14
"673251982","IN",2024,"Joint Venture",0.8793,141919.5,50313.44,128085.47
"591828838","BR",2025,"Succursale",0.9013,164501.14,4681.56,666794.15
"746916022","DE",2024,"Joint Venture",0.7033,-261361.49,-11600.3,596714.95
"702662157","SG",2024,"Partenaire stratégique",0.5554,113783.74,-4054.47,569137.11
"462492166","HK",2024,"Autre",0.9318,-241477.63,33752.1,806492.08
"382709835","US",2023,"Filiale",0.6764,83360.51,-76415.05,737988.72
"462492166","MX",2024,"Maison Mère",0.8582,58879.26,134104.79,168014.48
"407242734","JP",2024,"Succursale",0.9632,86589.09,-1826.97,457545.57
"405807560","BR",2024,"Joint Venture",0.2614,110554.72,-106970.89,319861.92
"363488763","ES",2025,"Partenaire stratégique",0.3592,255882.03,47927.56,898538.42
"509623141","JP",2024,"Maison Mère",0.5406,-61147.01,-38488.26,586869.48
"807180823","DE",2024,"Filiale",0.5934,2265.4,-136402.18,817008.21
"629877872","SG",2025,"Partenaire stratégique",0.7615,-222959.57,-83077.39,356509.14
"474525303","JP",2024,"Filiale",0.4888,-147423.39,139667.02,875512.63
"676822243","JP",2025,"Joint Venture",0.188,38159.51,63471.79,851780.82
"774235526","BR",2023,"Filiale",0.4777,68000.75,-99898.09,712601.63
"525722212","US",2023,"Autre",0.6174,322439.31,-35476.11,128330.04
"476518783","HK",2024,"Filiale",0.3757,172245.52,84904.17,758896.85
"763799764","BE",2023,"Partenaire stratégique",0.4784,27433.24,11368.41,39106.27
"694567969","CH",2023,"Maison Mère",0.6416,90254.34,147538.7,726775.78
"657370909","CA",2023,"Maison Mère",0.4309,194952.9,-67034.87,607817.83
"557866768","CA",2023,"Partenaire stratégique",0.3891,-255857.14,-8529.07,431429.5
"861172712","SE",2025,"Partenaire stratégique",0.4964,-90137.36,-16641.01,1054292.03
"586146491","GB",2025,"Partenaire stratégique",0.6571,-52262.76,-109806.56,766734.77
"407242734","US",2025,"Partenaire stratégique",0.3921,-53865.68,-1361.91,816004.79
"614220298","JP",2023,"Partenaire stratégique",0.8227,197536.77,23852.24,59846.25
"663658596","IT",2024,"Succursale",0.4567,-61301.87,-90748.23,803156.34
"622525805","US",2023,"Partenaire stratégique",0.9067,246485.53,57620.9,680663.55
"698773401","DE",2024,"Succursale",0.7691,95515.66,149843.58,76015.17
"764929686","MX",2025,"Joint Venture",0.0615,29468.86,-172647.78,869005.57
"330600273","CA",2024,"Succursale",0.6677,-271860.71,54266.38,460229.7
"782062519","JP",2023,"Filiale",0.9535,-339912.37,-17692.62,508344.9
"579634961","DE",2024,"Partenaire stratégique",0.725,-53711.61,-49946.83,89668.58
"503082497","NL",2025,"Filiale",0.5768,-178116.27,-19226.93,403466.49
"558882815","NL",2025,"Joint Venture",0.6425,-70902.88,-26780.49,779467.74
"721548039","CA",2024,"Partenaire stratégique",0.3165,85242.86,70857.22,647281.11
"778245953","MX",2024,"Filiale",0.5633,-109452.15,152421.82,726444.29
"537199735","SE",2024,"Joint Venture",0.3083,-136750.52,-80105.17,416438.69
"88416413","CA",2025,"Joint Venture",0.7756,-136290.98,-138605.07,963314.17
"823568584","BR",2023,"Succursale",0.3339,193247.57,-17409.03,619934.21
"797676830","BE",2025,"Partenaire stratégique",0.1456,-89035.61,-37618.75,590196.97
"429562558","IN",2023,"Autre",0.6838,7426.33,66156.13,334723.74
"516233750","CN",2024,"Maison Mère",0.6725,-3324.72,4917.7,335315.74
"672446413","IN",2024,"Autre",0.9527,190913.8,-79921.06,539202.66
"462492166","PL",2024,"Filiale",0.1081,100265.53,26992.49,310894.11
"521138762","ZA",2023,"Filiale",0.8819,-78533.11,59173.74,536750.74
"407154879","CH",2025,"Joint Venture",0.3133,-1178.56,-79821.62,636762.54
"323631095","NL",2023,"Joint Venture",0.8756,-110257.57,726.17,672526.17
"600444026","DE",2024,"Autre",0.8853,-278963.59,141739.83,325481.3
"605255483","NL",2024,"Joint Venture",0.0896,41059,-87730.27,488152.98
"685807491","GB",2025,"Succursale",0.3088,273485.84,-51193.98,328877.02
"896319729","SE",2023,"Succursale",0.3708,16537.39,-1447.85,784855.23
"702445345","SE",2023,"Autre",0.617,80530.59,216228.05,325404.51
"354223695","HK",2024,"Joint Venture",0.0736,14610.46,-56971.02,663345.99
"469431876","BE",2023,"Succursale",0.9725,9373.93,-64301.22,372943.06
"608751238","ZA",2024,"Joint Venture",0.4179,155891,-146105.28,356111.94
"774235526","IT",2024,"Partenaire stratégique",0.4317,-8281.69,-46990.4,561303.95
"685664947","CA",2025,"Autre",0.8158,-185835.49,49714.66,608644.23
"629877872","CH",2025,"Partenaire stratégique",0.5012,69613.97,65018.29,553021.94
"877640240","JP",2023,"Partenaire stratégique",0.5582,106242.66,97043.52,549438.07
"774235526","CA",2024,"Joint Venture",0.1962,55406.55,63553.31,387843.18
"778245953","SG",2025,"Succursale",0.659,59930.14,-6300.72,474713.43
"403952015","JP",2023,"Maison Mère",0.4355,-120644.91,14792.69,603367.43
"823568584","NL",2025,"Succursale",0.3577,64865.57,72423.37,671858.22
"588475975","PL",2023,"Autre",0.998,-51477.3,124355.77,375814.47
"676911174","SG",2023,"Joint Venture",0.7977,58858.23,202341.83,374808.1
"503421033","HK",2025,"Partenaire stratégique",0.9048,-140216.79,-115862.12,443941.19
"518566719","DE",2025,"Succursale",0.1535,-27352.23,-61620.92,410946.09
"88416413","IT",2025,"Autre",0.5093,-68968.3,170371.2,696546.78
"310982527","US",2023,"Maison Mère",0.2236,50071.46,-14220.02,410242.03
"590726816","BR",2025,"Partenaire stratégique",0.6971,-88377.37,147273.06,614942.8
"560040156","JP",2024,"Filiale",0.6352,197438.09,-80607.5,942416.17
"474525303","BE",2025,"Joint Venture",0.3437,124203.6,86112.39,180805.71
"462492166","CH",2023,"Autre",0.6582,-243462.28,-87312.36,434364.51
"859293323","ZA",2023,"Partenaire stratégique",0.8113,-377856.83,66796.1,355046.9
"440608028","GB",2024,"Filiale",0.4281,-193173.14,-5631.31,663435.14
"683870524","SG",2025,"Maison Mère",0.2427,-122683.8,-18501.36,78921.84
"815697976","JP",2024,"Maison Mère",0.2159,-23755.33,-15394.4,203672.22
"403952015","CA",2023,"Joint Venture",0.5863,-161786.57,-35702.24,662815.66
"407154879","BE",2024,"Autre",0.7635,-90496.89,-2705.21,540999.5
"310982527","AU",2025,"Succursale",0.5531,63800.46,-7013.14,746480.5
"700998588","CA",2024,"Maison Mère",0.6344,-30765.81,-55565.73,448834.99
"642048867","NL",2025,"Partenaire stratégique",0.0636,-145799.94,-17700.42,235333.15
"691448741","BR",2025,"Filiale",0.8598,-232452.5,58065.65,605705.98
"782062519","PL",2024,"Filiale",0.697,219959.37,-21073.24,585623.58
"720493468","ZA",2024,"Partenaire stratégique",0.2508,117192.51,-272472.58,564580.9
"716364994","MX",2024,"Filiale",0.6625,74057.87,50261.7,637080.33
"416169572","ZA",2025,"Autre",0.1945,314996.55,9263.31,643157.52
"663658596","BR",2025,"Succursale",0.8564,-182406.34,-196343.5,197682.98
"474525303","BR",2024,"Filiale",0.4201,-511609.44,-64121.77,691910.93
"744461512","SG",2023,"Maison Mère",0.4458,-105523.26,42663,990056.04
"892617147","DE",2025,"Succursale",0.8073,64613.46,-152712.65,244912.36
"807180823","MX",2024,"Maison Mère",0.8163,97537.99,-64549.68,460438.65
"685664947","AU",2023,"Autre",0.1542,-21375.95,-137705.49,287734.39
"719557960","US",2024,"Partenaire stratégique",0.5979,-220804.44,-17980.44,595650.25
"688560550","IN",2023,"Filiale",0.587,-18331.76,78382.28,595581.54
"509623141","SG",2025,"Filiale",0.1275,219488.29,-27330.8,328015.43
"323631095","CN",2023,"Autre",0.836,-318531.05,16061.13,401620.13
"815697976","US",2025,"Filiale",0.1139,100945.47,-2531.15,211932.94
"702445345","IT",2025,"Maison Mère",0.09,126548.73,-190592.55,511329.4
"823568584","AU",2023,"Succursale",0.8332,-29877.58,-70299.26,271182.43
"464386132","IN",2025,"Partenaire stratégique",0.458,-85015.41,-102544.76,528596.21
"764929686","PL",2023,"Maison Mère",0.6817,63218.44,44594.93,156325.02
"767262414","IT",2023,"Autre",0.7955,-196471.83,3595.54,102039.4
"379596645","IN",2023,"Filiale",0.765,-104095.36,56233.55,504977.56
"469116354","JP",2025,"Filiale",0.3445,-106066.54,143016.45,339390.79
"698773401","ZA",2025,"Partenaire stratégique",0.9483,126879.91,197216.11,813903.14
"476535691","CA",2024,"Filiale",0.2184,70738.81,64729.22,416253.48
"605255483","CN",2023,"Filiale",0.3215,16243.27,70301.73,75653.97
"676822243","ES",2025,"Partenaire stratégique",0.3177,-30906.7,53959.96,484722.99
"542642532","IT",2025,"Succursale",0.9682,75583.78,-59335.41,608295.84
"382709835","MX",2024,"Partenaire stratégique",0.1676,-146372.33,-55950.48,615071.61
"310982527","DE",2023,"Joint Venture",0.2924,70258.76,70906.67,753584.76
"648451828","NL",2024,"Maison Mère",0.6696,30657.17,-108690.24,172096.1
"614220298","CA",2023,"Succursale",0.8147,-1896.24,-34425.31,720611.17
"694567969","IN",2025,"Joint Venture",0.1091,-71461.8,-41170.48,212211.6
"749965780","CA",2024,"Autre",0.3946,-61702.7,50573.89,487433.29
"676822243","CN",2023,"Joint Venture",0.6169,61997.21,25953.7,573487.91
"714974780","US",2023,"Maison Mère",0.4048,86168.7,-47250.14,919297.15
"329870562","CA",2025,"Filiale",0.283,-40206.4,21725.52,1054492.53
"614220298","CH",2025,"Autre",0.5048,14801.86,26093.28,1173992.26
"323631095","JP",2023,"Joint Venture",0.9288,207922.85,-48559.92,715487.39
"622525805","GB",2024,"Filiale",0.743,37489.24,-43665.75,824609.12
"763799764","BE",2025,"Joint Venture",0.1133,40650.59,-15180.97,26416.56
"797676830","IN",2024,"Partenaire stratégique",0.1454,116888.69,78875.63,332514.96
"447760734","PL",2023,"Autre",0.9779,42615.56,38269.86,756807.45
"590726816","IN",2025,"Autre",0.2356,-75496.28,26673.26,713618.31
"797676830","SG",2025,"Maison Mère",0.6345,-172422.87,-67236.19,704826.17
"310982527","ZA",2025,"Partenaire stratégique",0.687,8089.79,-1489.13,15558.48
"503421033","PL",2025,"Autre",0.823,-19083.05,-48748.87,627791.66
"691448741","HK",2025,"Joint Venture",0.9694,181231.49,72050.39,850536.56
"647310851","BE",2024,"Partenaire stratégique",0.3904,210444.25,93015.05,391780.83
"586146491","CA",2025,"Succursale",0.768,160170.93,-73553.19,232372
"330600273","NL",2025,"Partenaire stratégique",0.6296,-224954.88,26789.08,335718.43
"521430532","DE",2025,"Maison Mère",0.857,-36171.75,-72014.2,946666.44
"767464543","NL",2023,"Partenaire stratégique",0.1799,76889.46,128203.76,723768.94
"694567969","PL",2024,"Filiale",0.5009,43339.36,-95436.99,354330.25
"591828838","DE",2023,"Filiale",0.7878,-66576.68,21294.33,115779.86
"720493468","ZA",2025,"Partenaire stratégique",0.944,12738.95,96402.93,541339.54
"521138762","NL",2025,"Succursale",0.0818,-70573.19,122310.51,298624.21
"474525303","MX",2023,"Partenaire stratégique",0.3036,-90075.38,115903.76,438456.3
"642048867","PL",2024,"Filiale",0.1263,204072.36,8859.26,552936.1
"896319729","BE",2024,"Succursale",0.2553,54733.79,575.7,922008.95
"696944942","ES",2024,"Filiale",0.6563,-66242.39,-131335.39,24803.09
"767464543","GB",2025,"Succursale",0.718,40520.2,-136429.21,623977.47
"433935973","IN",2023,"Filiale",0.0805,53420.06,-66366.91,432174.98
"329870562","US",2023,"Succursale",0.2002,317671.31,-6162.22,521894.63
"474486842","IN",2023,"Filiale",0.1964,-33603.78,-55227.78,1058468.05
"605255483","AU",2023,"Succursale",0.9185,-46146.71,59019.26,67812.76
"537199735","AU",2025,"Autre",0.3794,-32403.61,-67448.86,579680.47
"837130741","HK",2023,"Joint Venture",0.9022,73579.18,102776.66,464579.39
"749965780","AU",2023,"Partenaire stratégique",0.2667,-364507.56,-46883.92,198033.85
"323631095","BR",2024,"Autre",0.1202,105544.39,-9297.23,459598.25
"503421033","CA",2025,"Succursale",0.334,-75544.34,-70132.09,489920.45
"579634961","DE",2023,"Succursale",0.6148,238851.94,68282.61,618768.46
"807180823","BR",2025,"Succursale",0.8253,147969.14,-78252.45,196896.69
"405807560","BE",2024,"Autre",0.8667,126029.26,-28798.18,210715.84
"896319729","ES",2025,"Filiale",0.2878,148721.6,33879.24,441206.64
"590726816","BR",2024,"Succursale",0.5739,852.9,13882.39,197961.93
"716364994","JP",2025,"Maison Mère",0.4872,-309977.21,-146864.1,239135.56
"462492166","ES",2025,"Filiale",0.817,-15432.12,66040.45,562799.22
"508284398","DE",2023,"Autre",0.3606,-231000.97,-29083.94,516092.39
"774235526","BR",2025,"Autre",0.8403,-198025.62,72607.52,211118.11
"703507416","CN",2025,"Filiale",0.4623,309854.55,-60312.94,108109.83
"696944942","CN",2024,"Autre",0.2731,80818.69,-15866.59,812162.12
"793532236","IT",2024,"Succursale",0.2742,-227493.89,41757.4,641181.2
"323631095","PL",2023,"Succursale",0.4534,-227684.7,1097.25,158704.42
"363488763","NL",2025,"Filiale",0.2269,337513.32,-200837.11,311739.9
"723490657","US",2024,"Filiale",0.546,-268976.16,6436.07,667600.36
"685807491","AU",2024,"Autre",0.0824,13913.78,72202.33,529982.3
"581392676","HK",2025,"Maison Mère",0.4015,-135019.33,64989.09,811924.41
"561267069","CH",2023,"Succursale",0.7834,-121528.4,1926.91,488031.58
"642048867","SG",2025,"Maison Mère",0.9572,158842.57,64662.68,738172.46
"307325218","SG",2025,"Succursale",0.9784,137711.31,105638.64,282532.83
"720493468","CA",2024,"Succursale",0.8426,174515.7,-135000.81,364684.42
"590726816","US",2024,"Partenaire stratégique",0.8049,224252.28,33013.43,369836.51
"330600273","SG",2023,"Maison Mère",0.9676,-136044.7,58694.33,585783.43
"685807491","IT",2024,"Autre",0.9767,19225.77,-117913.9,275760.91
"399658599","JP",2023,"Filiale",0.4331,99373.12,-66946.83,706704.91
"767262414","MX",2025,"Maison Mère",0.4297,4418.07,16272.11,537883.47
"537199735","GB",2025,"Succursale",0.827,-132488.95,-149315.85,121955.62
"685664947","SG",2024,"Autre",0.7139,-34699.68,-36724.82,819927.32
"691448741","PL",2024,"Joint Venture",0.7635,162809.57,-93877.27,646651.18
"629877872","SG",2023,"Filiale",0.6999,-211555.61,21393.4,668741.97
"421210989","US",2024,"Partenaire stratégique",0.1733,384788.12,-110761.4,818430.88
"429562558","BR",2024,"Autre",0.432,8834.06,-39938.04,750249.04
"608751238","BR",2025,"Joint Venture",0.0877,46896.08,-32376.85,559781.18
"474486842","US",2025,"Joint Venture",0.4547,187657.81,-126596.4,289519.63
"503082497","JP",2023,"Succursale",0.506,129239.04,-63356.66,637946.02
"676911174","IN",2025,"Succursale",0.3777,-53795.4,80736.66,429711.99
"329870562","CA",2024,"Filiale",0.1788,-93606.43,94178.44,769619.44
"509623141","SG",2025,"Autre",0.3965,22825.48,-75333.34,627058.76
"508284398","SG",2023,"Maison Mère",0.757,-194373.39,-91829.45,586805.25
"474525303","MX",2024,"Filiale",0.9149,46005.49,-61908.75,739643.67
"379596645","IN",2023,"Maison Mère",0.1527,-48167.25,4810.34,552816.73
"622525805","IN",2025,"Joint Venture",0.216,-115000.09,-111732.9,1119337.26
"474486842","JP",2025,"Autre",0.4627,-330291.73,42176.94,1059435.31
"576361912","SG",2025,"Maison Mère",0.7855,1201.61,-11809.44,269616.23
"525722212","PL",2023,"Maison Mère",0.6317,364658.54,-60531.66,616078.28
"840232670","CH",2024,"Joint Venture",0.5632,-91087.83,10089.75,499661.14
"363488763","AU",2024,"Filiale",0.8234,73970.71,7102.71,490092.83
"608751238","SG",2024,"Joint Venture",0.759,138484.44,83047.54,1236914.59
"516076352","US",2023,"Filiale",0.0594,-300914.77,28573.55,806790.86
