"id_transaction","siren","periode","pays_contrepartie","type_flux","nature_service","montant_eur","devise_origine"
"TRX_000698","588475975","2023-07","BR","Import","Logistique",75948.78,"GBP"
"TRX_000699","414429749","2024-05","ES","Import","Logistique",44977.22,"USD"
"TRX_000700","440873661","2024-04","BR","Import","Logistique",28006.78,"GBP"
"TRX_000701","723490657","2025-02","GB","Export","Consulting",93762.54,"GBP"
"TRX_000702","714974780","2024-03","GB","Export","Services informatiques",148126.13,"USD"
"TRX_000703","399658599","2024-03","CH","Export","Consulting",33091.51,"EUR"
"TRX_000704","605255483","2024-11","SG","Export","R&D",143111.19,"GBP"
"TRX_000705","698773401","2025-05","SG","Import","Publicité",23387.18,"EUR"
"TRX_000706","685807491","2024-09","PL","Export","R&D",9075.68,"USD"
"TRX_000707","836586521","2023-09","PL","Export","Fret",111046.23,"GBP"
"TRX_000708","382709835","2023-11","MX","Import","Courtage",4594.23,"USD"
"TRX_000709","847381352","2025-01","CN","Import","Services informatiques",35645.67,"EUR"
"TRX_000710","579634961","2023-02","CA","Import","Services informatiques",133402.25,"EUR"
"TRX_000711","521430532","2024-08","CA","Import","Logistique",252829.92,"USD"
"TRX_000712","767262414","2024-08","AU","Import","Consulting",45150.13,"GBP"
"TRX_000713","405807560","2024-10","ES","Export","R&D",52513.29,"USD"
"TRX_000714","508284398","2023-04","MX","Export","Publicité",79557.61,"GBP"
"TRX_000715","600444026","2023-07","US","Export","Support technique",174857.01,"GBP"
"TRX_000716","887981678","2024-12","JP","Import","Leasing",24612.25,"USD"
"TRX_000717","560040156","2025-11","HK","Import","Services informatiques",129608.6,"USD"
"TRX_000718","414429749","2024-03","GB","Export","Fret",64059.57,"EUR"
"TRX_000719","588475975","2025-02","CN","Export","Support technique",10464.72,"EUR"
"TRX_000720","689511328","2024-05","MX","Export","Consulting",63057.66,"GBP"
"TRX_000721","518566719","2023-09","US","Import","Support technique",55632.88,"GBP"
"TRX_000722","382709835","2025-11","SE","Export","Support technique",63639.7,"EUR"
"TRX_000723","581392676","2023-02","ZA","Export","Services informatiques",170598.85,"USD"
"TRX_000724","698773401","2025-06","CN","Export","Publicité",157030.1,"GBP"
"TRX_000725","561267069","2023-03","ZA","Export","Logistique",143669.48,"GBP"
"TRX_000726","714974780","2023-02","GB","Import","R&D",163790.48,"GBP"
"TRX_000727","508284398","2024-04","CN","Import","Leasing",176842.39,"USD"
"TRX_000728","648451828","2023-03","CA","Export","Publicité",54270.62,"EUR"
"TRX_000729","354223695","2024-12","MX","Export","Consulting",283783.69,"EUR"
"TRX_000730","629877872","2024-02","SE","Export","R&D",227116.57,"GBP"
"TRX_000731","474525303","2023-06","HK","Import","R&D",160938.12,"USD"
"TRX_000732","861172712","2023-07","ES","Export","Services informatiques",228784.72,"EUR"
"TRX_000733","847381352","2023-12","SE","Export","Consulting",2825.74,"GBP"
"TRX_000734","625605306","2025-08","SG","Import","Consulting",86725.23,"EUR"
"TRX_000735","476535691","2023-11","BR","Export","Logistique",2475.78,"EUR"
"TRX_000736","356174702","2025-05","IT","Export","Fret",82487.09,"USD"
"TRX_000737","477037712","2025-01","MX","Import","Publicité",67293.15,"GBP"
"TRX_000738","700998588","2024-03","MX","Import","Maintenance",62563.27,"USD"
"TRX_000739","702662157","2025-06","CN","Import","Logistique",32272.33,"USD"
"TRX_000740","566062183","2024-05","PL","Import","Fret",154177.27,"GBP"
"TRX_000741","702445345","2023-08","ZA","Import","Publicité",33195.61,"GBP"
"TRX_000742","695390113","2023-02","HK","Import","Services informatiques",102825.74,"GBP"
"TRX_000743","720493468","2024-08","ES","Import","Consulting",23949.98,"GBP"
"TRX_000744","672446413","2023-02","HK","Import","Logistique",17553.59,"USD"
"TRX_000745","746566713","2025-12","PL","Export","Support technique",399.15,"GBP"
"TRX_000746","332637911","2024-11","CA","Import","Maintenance",34988.01,"GBP"
"TRX_000747","403952015","2023-10","HK","Export","Courtage",64925.05,"GBP"
"TRX_000748","840232670","2025-03","GB","Import","Consulting",225142,"EUR"
"TRX_000749","616907383","2024-02","MX","Export","R&D",93741.06,"EUR"
"TRX_000750","516233750","2024-06","JP","Export","Leasing",122341.36,"USD"
"TRX_000751","524232458","2024-11","MX","Export","Support technique",80913.89,"GBP"
"TRX_000752","516233750","2025-11","SE","Import","Courtage",104502.23,"USD"
"TRX_000753","416169572","2024-09","BE","Export","Maintenance",54071.86,"USD"
"TRX_000754","508284398","2024-07","SG","Import","R&D",70950.51,"EUR"
"TRX_000755","721548039","2023-04","CN","Export","Courtage",92523.78,"EUR"
"TRX_000756","476535691","2025-09","CA","Export","Services informatiques",10675.96,"USD"
"TRX_000757","474486842","2023-03","DE","Export","Services informatiques",66480.93,"EUR"
"TRX_000758","310982527","2025-01","AU","Export","Maintenance",38486.8,"EUR"
"TRX_000759","508284398","2025-08","CA","Export","Publicité",63199.38,"USD"
"TRX_000760","476535691","2024-10","SE","Import","Logistique",25122.21,"EUR"
"TRX_000761","363488763","2024-05","CH","Import","Fret",264758.22,"USD"
"TRX_000762","746566713","2023-01","CH","Import","Consulting",66066.09,"EUR"
"TRX_000763","393360074","2023-04","JP","Export","R&D",109201.77,"USD"
"TRX_000764","629877872","2025-02","ZA","Export","Services informatiques",21686.77,"GBP"
"TRX_000765","683870524","2023-11","SE","Export","Support technique",23358.96,"GBP"
"TRX_000766","524232458","2023-07","BR","Export","Leasing",98252.74,"USD"
"TRX_000767","746566713","2025-04","US","Export","Leasing",122136.47,"USD"
"TRX_000768","642048867","2025-12","GB","Export","Courtage",779.23,"GBP"
"TRX_000769","588475975","2023-01","NL","Import","Publicité",43529.13,"USD"
"TRX_000770","557866768","2023-02","MX","Export","R&D",180212.12,"GBP"
"TRX_000771","642048867","2023-05","AU","Export","Services informatiques",28136.31,"EUR"
"TRX_000772","476535691","2023-05","AU","Import","Maintenance",173211.08,"GBP"
"TRX_000773","310982527","2025-02","IT","Import","Fret",199502.47,"EUR"
"TRX_000774","462492166","2025-11","IT","Import","Leasing",33603.65,"GBP"
"TRX_000775","596267799","2024-06","IN","Import","Maintenance",88430.51,"USD"
"TRX_000776","407154879","2023-02","MX","Export","Leasing",57895.8,"GBP"
"TRX_000777","764929686","2025-08","AU","Import","Consulting",6364.27,"GBP"
"TRX_000778","533673301","2025-09","SE","Import","Fret",81054.99,"GBP"
"TRX_000779","533673301","2025-09","ZA","Export","Courtage",155140.31,"GBP"
"TRX_000780","469116354","2025-08","IT","Export","Logistique",123830.1,"EUR"
"TRX_000781","315788838","2025-05","SE","Export","Leasing",124003.8,"EUR"
"TRX_000782","382709835","2023-11","CH","Import","Services informatiques",21177,"USD"
"TRX_000783","701750464","2023-12","US","Import","Publicité",276047.47,"EUR"
"TRX_000784","356174702","2024-09","AU","Import","R&D",35870.64,"USD"
"TRX_000785","861172712","2024-11","SE","Export","Publicité",62263.28,"EUR"
"TRX_000786","508284398","2025-05","CA","Export","Services informatiques",98311.92,"EUR"
"TRX_000787","399658599","2024-03","SG","Export","Services informatiques",55389.47,"GBP"
"TRX_000788","642048867","2025-04","CH","Export","Services informatiques",185405.69,"USD"
"TRX_000789","605255483","2025-06","CA","Import","Fret",44360.8,"GBP"
"TRX_000790","861172712","2025-10","ES","Export","Publicité",2834.07,"EUR"
"TRX_000791","462492166","2024-12","ES","Import","Leasing",88192.56,"GBP"
"TRX_000792","393166433","2024-08","DE","Import","Maintenance",38228.78,"EUR"
"TRX_000793","676822243","2024-05","MX","Export","R&D",77689.02,"GBP"
"TRX_000794","719557960","2025-05","CA","Export","Services informatiques",32775.55,"GBP"
"TRX_000795","774235526","2025-10","NL","Import","Maintenance",133957.84,"EUR"
"TRX_000796","447760734","2025-02","PL","Import","Fret",65579.54,"EUR"
"TRX_000797","698773401","2025-04","SG","Import","Support technique",45343.26,"USD"
"TRX_000798","566062183","2024-05","NL","Import","Maintenance",62338.09,"EUR"
"TRX_000799","622740591","2024-01","CN","Export","Support technique",71270.29,"GBP"
"TRX_000800","736532681","2023-09","CN","Import","Maintenance",151021.5,"USD"
"TRX_000801","421210989","2024-07","AU","Import","Services informatiques",1969.2,"GBP"
"TRX_000802","557866768","2024-01","IN","Import","Courtage",39429.53,"GBP"
"TRX_000803","689511328","2024-09","BR","Import","Fret",164971.33,"USD"
"TRX_000804","840232670","2024-04","BR","Import","R&D",149171.42,"EUR"
"TRX_000805","647310851","2024-07","NL","Export","Maintenance",232683.91,"USD"
"TRX_000806","588475975","2024-08","CN","Import","Logistique",92305.17,"EUR"
"TRX_000807","405807560","2024-02","BR","Import","Publicité",6312.3,"USD"
"TRX_000808","630180145","2024-06","CH","Import","R&D",69804.98,"EUR"
"TRX_000809","447760734","2023-12","CH","Export","Fret",100806.98,"EUR"
"TRX_000810","672446413","2024-10","NL","Import","R&D",103713.29,"USD"
"TRX_000811","711765658","2023-09","HK","Export","Leasing",65904.15,"GBP"
"TRX_000812","836586521","2023-04","IN","Export","Consulting",44264.76,"EUR"
"TRX_000813","576361912","2025-01","IN","Import","Courtage",79178.84,"USD"
"TRX_000814","323631095","2025-12","BR","Export","Leasing",302492.91,"EUR"
"TRX_000815","414415144","2023-04","NL","Export","Services informatiques",38382.34,"EUR"
"TRX_000816","581392676","2024-09","US","Import","Publicité",4433.89,"EUR"
"TRX_000817","508162482","2024-02","MX","Import","Maintenance",44464.3,"GBP"
"TRX_000818","315788838","2024-02","BR","Import","R&D",13067.38,"GBP"
"TRX_000819","685664947","2024-08","IT","Export","Publicité",199344.09,"USD"
"TRX_000820","440873661","2023-10","ES","Import","Leasing",148549.65,"EUR"
"TRX_000821","760373229","2025-01","GB","Export","Consulting",57466.2,"GBP"
"TRX_000822","716364994","2024-01","SE","Export","Fret",89160.32,"EUR"
"TRX_000823","524232458","2024-07","SG","Export","R&D",105225.6,"GBP"
"TRX_000824","663658596","2023-05","BE","Export","Services informatiques",62006.73,"GBP"
"TRX_000825","516076352","2025-05","AU","Export","Consulting",247540.16,"EUR"
"TRX_000826","347556303","2024-01","AU","Export","Leasing",208376.74,"USD"
"TRX_000827","815697976","2023-07","ES","Export","Services informatiques",47540.93,"USD"
"TRX_000828","605255483","2023-06","ZA","Import","Publicité",146077.39,"USD"
"TRX_000829","476535691","2024-03","DE","Export","Leasing",27929.9,"GBP"
"TRX_000830","760373229","2023-09","GB","Export","Maintenance",138117.71,"USD"
"TRX_000831","509623141","2023-02","MX","Import","R&D",105782.51,"GBP"
"TRX_000832","407242734","2025-04","IT","Import","Consulting",165042.31,"EUR"
"TRX_000833","714974780","2025-06","CN","Import","Courtage",219307.31,"EUR"
"TRX_000834","440608028","2025-07","JP","Export","Leasing",NA,"USD"
"TRX_000835","590726816","2023-02","DE","Export","R&D",54530.88,"EUR"
"TRX_000836","310982527","2024-03","US","Export","Maintenance",56999.87,"EUR"
"TRX_000837","637666647","2025-02","HK","Export","Services informatiques",49748.87,"GBP"
"TRX_000838","525722212","2023-12","SG","Export","Consulting",56238.17,"USD"
"TRX_000839","382709835","2023-05","AU","Export","R&D",120448.83,"USD"
"TRX_000840","542642532","2023-12","MX","Export","R&D",161324.88,"USD"
"TRX_000841","836586521","2025-12","IT","Export","Support technique",84736.67,"GBP"
"TRX_000842","516076352","2025-09","NL","Export","Fret",92459.24,"GBP"
"TRX_000843","685664947","2024-01","DE","Export","Maintenance",64726.82,"EUR"
"TRX_000844","561267069","2024-11","CA","Export","Consulting",112488.08,"EUR"
"TRX_000845","421210989","2024-08","BE","Import","Publicité",63054.23,"GBP"
"TRX_000846","477037712","2024-11","AU","Import","R&D",33385.65,"USD"
"TRX_000847","330600273","2024-07","MX","Import","Maintenance",43312.98,"EUR"
"TRX_000848","462492166","2025-12","CN","Export","Services informatiques",153117.93,"EUR"
"TRX_000849","629877872","2023-03","CA","Import","Maintenance",7616.76,"USD"
"TRX_000850","648451828","2023-06","HK","Import","R&D",147731.03,"USD"
"TRX_000851","524232458","2025-06","IT","Import","Leasing",155591.5,"USD"
"TRX_000852","672446413","2025-04","SE","Export","Maintenance",134995.83,"EUR"
"TRX_000853","395721344","2024-12","SE","Import","Fret",149027.11,"GBP"
"TRX_000854","765787874","2023-04","UK","Export","Support technique",24609.87,"USD"
"TRX_000855","591828838","2024-11","ZA","Import","Support technique",96235.01,"EUR"
"TRX_000856","683870524","2024-11","HK","Import","Courtage",79507.02,"USD"
"TRX_000857","714974780","2025-07","SG","Export","Leasing",115647.83,"USD"
"TRX_000858","600444026","2024-06","IN","Export","Fret",33835.89,"GBP"
"TRX_000859","616907383","2025-12","JP","Export","R&D",16049.03,"EUR"
"TRX_000860","474525303","2024-11","SE","Export","Fret",110315.27,"USD"
"TRX_000861","764929686","2025-09","IN","Import","Consulting",4134.14,"GBP"
"TRX_000862","767464543","2024-04","GB","Import","Fret",45380.69,"USD"
"TRX_000863","663658596","2024-08","IN","Import","Publicité",60090.38,"EUR"
"TRX_000864","721548039","2025-09","SG","Export","Fret",144912.06,"EUR"
"TRX_000865","542642532","2023-06","IT","Export","Publicité",192090.77,"GBP"
"TRX_000866","533673301","2023-05","CH","Import","Leasing",88460.09,"GBP"
"TRX_000867","329870562","2025-10","US","Export","Maintenance",217149.35,"EUR"
"TRX_000868","749965780","2025-11","DE","Export","Courtage",68271.85,"USD"
"TRX_000869","521430532","2024-02","PL","Import","Maintenance",106086.32,"EUR"
"TRX_000870","416169572","2024-04","PL","Export","Maintenance",101653.19,"USD"
"TRX_000871","516233750","2025-06","ES","Export","Consulting",34589.47,"GBP"
"TRX_000872","774235526","2024-12","BR","Import","Maintenance",114473.11,"EUR"
"TRX_000873","558882815","2024-03","BE","Import","Fret",160369.26,"USD"
"TRX_000874","407242734","2023-05","HK","Import","Services informatiques",33914.59,"USD"
"TRX_000875","622740591","2024-01","IT","Export","Publicité",114496.71,"EUR"
"TRX_000876","524232458","2023-03","GB","Import","Logistique",280647.03,"GBP"
"TRX_000877","778245953","2024-04","AU","Export","Leasing",109377.55,"USD"
"TRX_000878","887981678","2023-06","PL","Export","Services informatiques",203640.7,"USD"
"TRX_000879","410125118","2023-08","CA","Import","R&D",9343.66,"EUR"
"TRX_000880","591828838","2023-03","SE","Export","R&D",32359.9,"USD"
"TRX_000881","525722212","2025-08","ES","Export","Leasing",59274.26,"EUR"
"TRX_000882","782062519","2025-09","GB","Import","R&D",64701.35,"EUR"
"TRX_000883","503082497","2023-07","DE","Export","Logistique",114672.93,"GBP"
"TRX_000884","672446413","2025-05","SE","Import","Maintenance",57564.96,"EUR"
"TRX_000885","797676830","2025-04","ES","Export","Maintenance",10971.73,"USD"
"TRX_000886","702662157","2023-12","ZA","Import","Leasing",75189.4,"EUR"
"TRX_000887","608751238","2025-10","JP","Export","Publicité",125680.05,"GBP"
"TRX_000888","711765658","2024-03","BE","Import","R&D",173196.93,"USD"
"TRX_000889","691448741","2024-11","IT","Export","R&D",70564.46,"EUR"
"TRX_000890","774235526","2025-04","MX","Import","Courtage",30571.36,"USD"
"TRX_000891","694567969","2025-01","MX","Import","Maintenance",22676.23,"EUR"
"TRX_000892","542642532","2023-04","AU","Import","Logistique",94719.69,"USD"
"TRX_000893","701750464","2025-06","BR","Import","Consulting",5528.93,"USD"
"TRX_000894","683870524","2024-08","ZA","Import","Services informatiques",171011.88,"EUR"
"TRX_000895","363488763","2023-09","CA","Export","Leasing",114538,"USD"
"TRX_000896","721548039","2025-02","BR","Export","Courtage",91576.77,"USD"
"TRX_000897","315788838","2023-09","PL","Import","Maintenance",154189.31,"EUR"
"TRX_000898","616907383","2023-06","US","Export","Support technique",109746.39,"GBP"
"TRX_000899","521138762","2025-03","ZA","Export","Services informatiques",20104.66,"GBP"
"TRX_000900","429562558","2024-03","HK","Import","R&D",156347.44,"GBP"
"TRX_000901","616907383","2023-06","IN","Export","Courtage",68162.81,"GBP"
"TRX_000902","760373229","2023-07","AU","Import","Support technique",102839.68,"EUR"
"TRX_000903","700998588","2023-12","BE","Export","Support technique",121059.45,"EUR"
"TRX_000904","685807491","2023-10","NL","Import","Support technique",177237.57,"GBP"
"TRX_000905","508284398","2025-02","CH","Export","Publicité",52544.11,"EUR"
"TRX_000906","823568584","2023-02","IN","Export","Consulting",21043.56,"GBP"
"TRX_000907","721548039","2023-02","SG","Import","Publicité",81802.3,"GBP"
"TRX_000908","421210989","2024-05","ES","Export","Services informatiques",183988.17,"GBP"
"TRX_000909","536511620","2025-03","SG","Import","Logistique",122351.54,"EUR"
"TRX_000910","521430532","2024-06","SE","Export","R&D",50859.74,"USD"
"TRX_000911","576361912","2024-07","IN","Import","Leasing",105996.97,"USD"
"TRX_000912","310982527","2025-08","PL","Import","Logistique",153265.5,"GBP"
"TRX_000913","630180145","2023-07","IT","Export","R&D",99780.64,"USD"
"TRX_000914","877640240","2024-12","ZA","Import","Courtage",6739.51,"EUR"
"TRX_000915","711765658","2024-12","AU","Import","Publicité",76530.01,"GBP"
"TRX_000916","330600273","2025-06","SG","Export","Support technique",46011.34,"GBP"
"TRX_000917","765787874","2024-09","HK","Export","Fret",253513.93,"EUR"
"TRX_000918","716364994","2025-05","GB","Export","Services informatiques",107003.36,"USD"
"TRX_000919","637666647","2023-01","NL","Import","Publicité",3151.85,"EUR"
"TRX_000920","676822243","2024-11","US","Export","Consulting",23454.19,"GBP"
"TRX_000921","395721344","2023-04","CH","Export","Maintenance",149083.91,"USD"
"TRX_000922","581392676","2025-01","AU","Import","Logistique",139575.85,"EUR"
"TRX_000923","689511328","2023-09","HK","Export","Leasing",27063.14,"EUR"
"TRX_000924","410125118","2025-04","ES","Import","Support technique",170345.74,"GBP"
"TRX_000925","536511620","2025-04","NL","Import","Support technique",71808.34,"GBP"
"TRX_000926","536511620","2025-10","JP","Export","Consulting",124426.96,"USD"
"TRX_000927","462492166","2024-11","IN","Export","Publicité",144242.97,"USD"
"TRX_000928","330600273","2024-09","CH","Import","R&D",22577.55,"GBP"
"TRX_000929","429562558","2024-08","PL","Import","Services informatiques",89352.71,"GBP"
"TRX_000930","399658599","2023-04","CH","Export","Consulting",66325.48,"EUR"
"TRX_000931","414429749","2025-12","SG","Import","Services informatiques",134660.05,"GBP"
"TRX_000932","464386132","2024-05","AU","Export","Consulting",97781.06,"GBP"
"TRX_000933","307325218","2024-10","GB","Export","Leasing",16021.95,"USD"
"TRX_000934","782062519","2025-09","IN","Import","R&D",52545.65,"GBP"
"TRX_000935","765787874","2025-04","SE","Export","Services informatiques",112649.57,"GBP"
"TRX_000936","508162482","2023-02","IT","Export","Consulting",59466.48,"EUR"
"TRX_000937","332637911","2025-02","ZA","Import","Consulting",118042.7,"USD"
"TRX_000938","373676741","2024-04","NL","Import","Fret",33338.38,"EUR"
"TRX_000939","521138762","2024-01","JP","Import","Maintenance",56077.3,"EUR"
"TRX_000940","462492166","2024-08","AU","Import","Consulting",41911.06,"EUR"
"TRX_000941","647310851","2025-09","CN","Import","Consulting",74126.13,"EUR"
"TRX_000942","721548039","2025-09","SE","Export","Support technique",16744.2,"USD"
"TRX_000943","637666647","2023-03","SE","Export","Support technique",131636.47,"USD"
"TRX_000944","694567969","2025-07","IN","Export","Publicité",14453.72,"USD"
"TRX_000945","410125118","2025-03","HK","Export","Consulting",7531.59,"EUR"
"TRX_000946","685807491","2023-06","HK","Import","Logistique",49847.87,"GBP"
"TRX_000947","440608028","2023-09","US","Export","Fret",42562.27,"GBP"
"TRX_000948","395721344","2024-12","ES","Export","Services informatiques",147822.95,"USD"
"TRX_000949","861172712","2023-03","IN","Export","Logistique",48070.79,"USD"
"TRX_000950","557866768","2025-02","AU","Export","Consulting",70672.57,"GBP"
"TRX_000951","338158626","2024-08","BE","Import","Logistique",12200.97,"GBP"
"TRX_000952","373676741","2024-03","BR","Import","Leasing",126507.77,"EUR"
"TRX_000953","616907383","2025-07","ES","Import","Logistique",19712.96,"EUR"
"TRX_000954","525722212","2025-01","ES","Import","Fret",159977.01,"GBP"
"TRX_000955","642048867","2024-08","DE","Export","Publicité",24280.62,"USD"
"TRX_000956","464357789","2023-11","DE","Export","Publicité",4323.94,"USD"
"TRX_000957","763799764","2025-12","IT","Import","Consulting",94825.16,"EUR"
"TRX_000958","877640240","2025-04","IT","Export","Maintenance",94756.65,"USD"
"TRX_000959","464357789","2023-02","US","Import","R&D",144722.81,"EUR"
"TRX_000960","586146491","2025-08","DE","Import","Fret",181013.82,"USD"
"TRX_000961","516076352","2024-07","GB","Import","Logistique",52704.19,"EUR"
"TRX_000962","329870562","2023-06","JP","Export","Leasing",1214.6,"USD"
"TRX_000963","767464543","2023-06","DE","Export","Leasing",49196.04,"USD"
"TRX_000964","887981678","2023-07","BE","Import","Publicité",27913.09,"EUR"
"TRX_000965","782062519","2025-03","CA","Import","Maintenance",263312.42,"EUR"
"TRX_000966","689511328","2024-12","AU","Import","Leasing",158951.17,"USD"
"TRX_000967","581392676","2024-09","BE","Export","Fret",8030.64,"GBP"
"TRX_000968","330600273","2023-01","SE","Import","Fret",23628.8,"GBP"
"TRX_000969","877218337","2025-08","CN","Export","R&D",98161.74,"EUR"
"TRX_000970","793532236","2025-04","BE","Import","Support technique",88813.33,"USD"
"TRX_000971","694567969","2023-11","MX","Export","Fret",103037.58,"EUR"
"TRX_000972","503421033","2023-09","SE","Import","Publicité",34872.15,"EUR"
"TRX_000973","691448741","2025-01","HK","Import","Services informatiques",100509.53,"USD"
"TRX_000974","375657968","2023-04","BR","Export","Fret",41475.15,"USD"
"TRX_000975","414429749","2025-02","ZA","Import","Leasing",309010.85,"USD"
"TRX_000976","896319729","2023-03","MX","Import","Support technique",93201.91,"EUR"
"TRX_000977","560040156","2023-12","BR","Import","Maintenance",83532.86,"USD"
"TRX_000978","310982527","2023-02","SG","Import","Support technique",50472.37,"EUR"
"TRX_000979","676911174","2024-04","SE","Export","Publicité",24872.21,"USD"
"TRX_000980","403952015","2023-11","SE","Export","Fret",187072.5,"GBP"
"TRX_000981","622525805","2024-04","IT","Import","Fret",76164.62,"USD"
"TRX_000982","347556303","2023-06","NL","Import","Logistique",211955.02,"EUR"
"TRX_000983","763468302","2024-12","CA","Import","Services informatiques",40615.11,"GBP"
"TRX_000984","307325218","2024-06","CN","Import","Maintenance",11373.24,"EUR"
"TRX_000985","447760734","2025-06","NL","Import","Publicité",51028.23,"GBP"
"TRX_000986","629877872","2025-03","IN","Import","Logistique",178421.84,"EUR"
"TRX_000987","310982527","2024-11","GB","Export","Consulting",109731.56,"USD"
"TRX_000988","694567969","2025-03","HK","Import","R&D",73818.97,"GBP"
"TRX_000989","695390113","2025-03","ES","Export","R&D",860.02,"GBP"
"TRX_000990","373676741","2024-07","CN","Import","Leasing",79846.78,"EUR"
"TRX_000991","625605306","2023-08","NL","Import","Publicité",60328.73,"EUR"
"TRX_000992","405807560","2023-07","JP","Import","Courtage",74774.75,"USD"
"TRX_000993","764929686","2025-11","IN","Export","Support technique",199787.44,"USD"
"TRX_000994","433935973","2023-06","MX","Export","Consulting",26758.29,"USD"
"TRX_000995","625605306","2025-12","US","Export","Consulting",108044.54,"GBP"
"TRX_000996","440873661","2024-02","SE","Export","Fret",206300.13,"USD"
"TRX_000997","630180145","2024-03","AU","Import","Fret",51961.32,"EUR"
"TRX_000998","537199735","2025-08","ES","Import","Publicité",16181.61,"USD"
"TRX_000999","395721344","2023-09","MX","Import","Consulting",11934.22,"EUR"
"TRX_001000","462492166","2024-06","BR","Import","Fret",28747.56,"USD"
"TRX_001001","815697976","2025-12","SE","Export","Courtage",125384.04,"USD"
"TRX_001002","433935973","2023-11","DE","Export","Courtage",134887.68,"USD"
"TRX_001003","673251982","2025-06","BE","Export","Publicité",17752.28,"GBP"
"TRX_001004","877218337","2023-07","PL","Import","Courtage",829.14,"GBP"
"TRX_001005","516076352","2024-12","AU","Export","Support technique",1131.74,"USD"
"TRX_001006","688560550","2025-12","IN","Export","Fret",84638.41,"USD"
"TRX_001007","332637911","2023-05","JP","Export","Maintenance",111212.2,"USD"
"TRX_001008","807180823","2024-10","ES","Export","Leasing",110220.95,"EUR"
"TRX_001009","395721344","2024-09","MX","Import","Support technique",40182.77,"GBP"
"TRX_001010","347556303","2023-05","IT","Import","Logistique",216540.73,"USD"
"TRX_001011","474486842","2024-11","PL","Import","Publicité",124850.52,"USD"
"TRX_001012","720493468","2024-11","MX","Import","Publicité",98878.16,"EUR"
"TRX_001013","469431876","2024-05","IT","Import","Publicité",200929.42,"USD"
"TRX_001014","407242734","2023-06","PL","Import","R&D",55661.16,"USD"
"TRX_001015","736532681","2023-10","CN","Export","Support technique",85767.46,"USD"
"TRX_001016","622525805","2023-12","IN","Import","Publicité",40628.23,"GBP"
"TRX_001017","558882815","2024-06","IN","Import","Publicité",112447.72,"EUR"
"TRX_001018","407154879","2024-06","ES","Export","Services informatiques",152701.29,"GBP"
"TRX_001019","676911174","2023-04","JP","Import","Leasing",216297.33,"EUR"
"TRX_001020","629877872","2023-12","MX","Export","Fret",16918.87,"GBP"
"TRX_001021","837130741","2023-10","PL","Export","Logistique",77344.27,"EUR"
"TRX_001022","516233750","2025-03","DE","Import","Maintenance",238873.72,"EUR"
"TRX_001023","884164131","2023-05","BR","Import","Courtage",114531.25,"EUR"
"TRX_001024","896319729","2024-09","CH","Import","Logistique",88836.4,"USD"
"TRX_001025","399658599","2023-06","SE","Import","R&D",12135.25,"USD"
"TRX_001026","581392676","2025-11","SG","Import","Consulting",57367.32,"GBP"
"TRX_001027","429562558","2023-05","NL","Import","Leasing",78828.22,"USD"
"TRX_001028","537199735","2024-07","SG","Export","Maintenance",167508.74,"USD"
"TRX_001029","625605306","2024-06","NL","Export","Fret",96925.44,"EUR"
"TRX_001030","509623141","2023-05","GB","Import","Consulting",76923.98,"USD"
"TRX_001031","797676830","2025-04","CA","Export","Logistique",42109.58,"EUR"
"TRX_001032","557866768","2025-05","JP","Export","Leasing",51223.67,"GBP"
"TRX_001033","714974780","2025-07","SE","Export","Leasing",16377.71,"GBP"
"TRX_001034","315788838","2024-01","IN","Import","Courtage",189381.11,"GBP"
"TRX_001035","663658596","2024-07","AU","Export","Support technique",178235.6,"GBP"
"TRX_001036","476518783","2025-01","ZA","Import","R&D",86853.6,"EUR"
"TRX_001037","474525303","2024-06","IN","Export","R&D",62044.97,"EUR"
"TRX_001038","720493468","2025-05","IN","Import","Services informatiques",204529.95,"EUR"
"TRX_001039","521430532","2025-12","DE","Import","R&D",30052.28,"EUR"
"TRX_001040","525722212","2025-08","NL","Import","Fret",75940.87,"USD"
"TRX_001041","721548039","2025-10","US","Export","R&D",22643.37,"GBP"
"TRX_001042","676911174","2024-02","BE","Export","Publicité",77101.23,"GBP"
"TRX_001043","524232458","2023-12","BE","Import","Logistique",125451.63,"EUR"
"TRX_001044","774235526","2023-04","PL","Export","Fret",88224.7,"USD"
"TRX_001045","416169572","2024-08","AU","Export","Maintenance",117557.97,"EUR"
"TRX_001046","440608028","2025-10","ZA","Export","Publicité",134814.11,"USD"
"TRX_001047","696944942","2023-05","DE","Export","Logistique",44943.05,"USD"
"TRX_001048","382709835","2024-11","SE","Export","Publicité",63124.28,"GBP"
"TRX_001049","379596645","2024-12","JP","Import","Fret",155952.5,"EUR"
"TRX_001050","586146491","2023-04","CH","Export","Logistique",187492.23,"GBP"
"TRX_001051","861172712","2023-03","BE","Export","R&D",28369.63,"GBP"
"TRX_001052","887981678","2023-08","ZA","Export","Support technique",5402.92,"EUR"
"TRX_001053","542642532","2025-07","HK","Export","Consulting",126169,"EUR"
"TRX_001054","416169572","2024-05","CN","Export","Logistique",76528.73,"USD"
"TRX_001055","711765658","2024-09","ZA","Export","Maintenance",102916.44,"GBP"
"TRX_001056","797676830","2024-10","SG","Export","Maintenance",10932.27,"EUR"
"TRX_001057","763799764","2024-12","PL","Export","Maintenance",250689.63,"GBP"
