"siren","pays_partenaire","annee","type_relation","taux_detention","flux_equity","flux_pret_intragroupe","stock_ide","raison_sociale","secteur_activite"
"608751238","NL",2025,"Filiale",0.6676,-140122.31,-3777.6,992566.22,"Société_Française_125","Services"
"347556303","PL",2023,"Filiale",0.5402,-459856.41,-17283.23,258612.3,"Société_Française_84","Hôtellerie"
"332637911","AU",2023,"Succursale",0.2838,326943.95,29429.38,405366.83,"Société_Française_96","Culture"
"778245953","ES",2024,"Partenaire stratégique",0.7108,-200160.81,-39673.1,305572.78,"Société_Française_109","Hôtellerie"
"721548039","SE",2024,"Joint Venture",0.6854,133504.39,115622.04,70717.1,"Airbus","Aérospatial"
"622740591","IN",2023,"Filiale",0.5008,-108004.31,158166.05,866260.13,"Société_Française_119","Technologie"
"896319729","PL",2025,"Partenaire stratégique",0.8686,206282.86,-74628.97,771049.15,"Bolloré","Multisectoriel"
"647310851","US",2023,"Filiale",0.8676,-102581.14,3516.94,615627.94,"Société_Française_105","Transport"
"700998588","GB",2025,"Succursale",0.0919,110061.16,-14321.56,397009.22,"Société_Française_146","Services"
"525722212","ZA",2025,"Autre",0.9605,21883.44,-24876.03,159086.26,"Société_Française_90","Hôtellerie"
"332637911","MX",2024,"Partenaire stratégique",0.3726,137240.74,22151.26,691116.53,"Société_Française_96","Culture"
"703507416","MX",2023,"Succursale",0.0756,112133.95,54764.25,450902.91,"Société_Française_99","Hôtellerie"
"399658599","SE",2024,"Maison Mère",0.5735,-283824.87,-79520.56,440127.91,"Société_Française_78","Services"
"648451828","ES",2025,"Maison Mère",0.3513,-97288.54,45365.59,488575.01,"M6","Médias"
"807180823","CN",2023,"Autre",0.1701,-170140.77,-56077.44,689268.68,"Société_Française_102","Industrie"
"588475975","CA",2025,"Autre",0.5758,-62467.29,15547.28,406348.79,"Criteo","Publicité en ligne"
"600444026","NL",2023,"Maison Mère",0.9169,449941.59,106323.2,317815.23,"Société_Française_136","Technologie"
"877218337","ZA",2025,"Joint Venture",0.4542,-139598.22,-35484.08,644504.79,"Société_Française_91","Environnement"
"856514727","NL",2025,"Partenaire stratégique",0.5695,27658.37,60344.1,635715.7,"Société_Française_106","Environnement"
"373676741","BR",2025,"Partenaire stratégique",0.9329,149187.99,-57482.35,446364.98,"Société_Française_128","Énergie"
"347556303","PL",2024,"Succursale",0.6324,-47749.42,-138876.76,17428.94,"Société_Française_84","Hôtellerie"
"429562558","CA",2025,"Filiale",1,174376.61,31319.17,376712.57,"Société_Française_113","Énergie"
"673251982","HK",2025,"Partenaire stratégique",0.8813,-185001.77,-15845.43,208735.26,"Société_Française_95","Agriculture"
"588475975","CA",2025,"Maison Mère",0.139,-201641.26,117865.7,494796.34,"Criteo","Publicité en ligne"
"363488763","ZA",2023,"Filiale",0.6323,283646.42,11234.9,20129.31,"Ipsen","Pharmaceutique"
"414429749","IN",2025,"Filiale",0.8576,38125.39,-37122.64,825640.66,"SNCF","Transport ferroviaire"
"566062183","ZA",2025,"Joint Venture",0.7861,-30309.5,-96157.01,783456.09,"Orange","Télécommunications"
"672446413","BE",2024,"Joint Venture",0.7576,-249984.01,-119018.73,331423.32,"Société_Française_123","Agriculture"
"887981678","US",2025,"Maison Mère",0.8905,-157810.66,107386.58,916656.41,"Société_Française_107","Culture"
"807180823","HK",2025,"Joint Venture",0.2572,86558.08,-14313.63,832927.24,"Société_Française_102","Industrie"
"516076352","SG",2023,"Joint Venture",0.0972,166762.6,11994.58,606088.11,"Société_Française_114","Environnement"
"702445345","CN",2025,"Joint Venture",0.932,-198096.18,37180.35,75193.61,"Air France-KLM","Transport aérien"
"315788838","IT",2025,"Succursale",0.8799,41782.09,7214.23,1160892.53,"Société_Française_80","Énergie"
"310982527","BE",2023,"Joint Venture",0.2439,109488,17639.6,498507.67,"CMA CGM","Transport maritime"
"721548039","AU",2024,"Joint Venture",0.2289,-219086.95,43009.83,581255.22,"Airbus","Aérospatial"
"393166433","AU",2025,"Autre",0.0994,-99064.17,23274.29,5639.34,"Société_Française_144","Services"
"657370909","BE",2025,"Succursale",0.7277,95254.85,-103506.93,409536.7,"Société_Française_149","Technologie"
"608751238","AU",2023,"Joint Venture",0.6925,-45344.8,-97121.48,703800.56,"Société_Française_125","Services"
"315788838","AU",2025,"Filiale",0.9577,-183686.95,5024.28,767716.68,"Société_Française_80","Énergie"
"629877872","GB",2023,"Maison Mère",0.2616,-151089.88,18959.94,523797.37,"Société_Française_110","Hôtellerie"
"716364994","DE",2023,"Filiale",0.9425,-100655.47,128578.67,436551.98,"Société_Française_82","Construction"
"702662157","BR",2023,"Partenaire stratégique",0.3335,-83932.04,-58209.93,600648.14,"Bouygues","BTP"
"694567969","US",2025,"Maison Mère",0.835,-167153.61,5031.76,407141.03,"Société_Française_117","Transport"
"537199735","JP",2024,"Maison Mère",0.2513,51783.67,-77208.66,630689.63,"Sanofi","Pharmaceutique"
"393166433","HK",2024,"Partenaire stratégique",0.6503,-156033.15,-52479.51,676324.49,"Société_Française_144","Services"
"676911174","ZA",2025,"Joint Venture",0.352,-234874.14,-74565.52,487263.87,"Cartier","Luxe"
"700998588","CA",2023,"Autre",0.4156,-180817.71,29093.4,221889.94,"Société_Française_146","Services"
"746916022","JP",2025,"Maison Mère",0.5741,303054.6,105458.62,836612.37,"Société_Française_127","Hôtellerie"
"581392676","SE",2023,"Joint Venture",0.2999,-96800.34,-14313.3,833670.53,"Kering","Luxe"
"469116354","GB",2023,"Maison Mère",0.2095,49452.57,19719.88,132300.88,"Société_Française_93","Hôtellerie"
"477037712","DE",2023,"Filiale",0.6713,162778.21,-141235.74,539739.09,"Biomérieux","Santé"
"856514727","CN",2024,"Partenaire stratégique",0.7032,21090.45,9011.2,505601.92,"Société_Française_106","Environnement"
"716364994","SG",2024,"Joint Venture",0.9044,161854.96,17439.56,691571.4,"Société_Française_82","Construction"
"859293323","PL",2023,"Partenaire stratégique",0.7558,144241.23,-5549.08,119053.34,"Renault","Automobile"
"414415144","MX",2024,"Partenaire stratégique",0.2874,-45694.27,50903.72,409049.26,"Société_Française_139","Technologie"
"405807560","SG",2023,"Succursale",0.4985,153466.02,30446.5,740326.62,"EDF","Énergie"
"856514727","HK",2024,"Partenaire stratégique",0.4058,81293.12,-65217.04,639060.38,"Société_Française_106","Environnement"
"647310851","CA",2024,"Partenaire stratégique",0.2858,-139365.41,-54419.48,405702.79,"Société_Française_105","Transport"
"702662157","BE",2023,"Filiale",0.6574,23020.53,92103.25,295061.22,"Bouygues","BTP"
"462492166","DE",2023,"Maison Mère",0.302,47232.5,55258.38,1153552.94,"Société_Française_112","Santé"
"330600273","MX",2024,"Partenaire stratégique",0.2796,86334.33,45397.12,833197.14,"Société_Française_131","Transport"
"673251982","IN",2024,"Joint Venture",0.8793,141919.5,50313.44,128085.47,"Société_Française_95","Agriculture"
"591828838","BR",2025,"Succursale",0.9013,164501.14,4681.56,666794.15,"Société_Française_126","Industrie"
"746916022","DE",2024,"Joint Venture",0.7033,-261361.49,-11600.3,596714.95,"Société_Française_127","Hôtellerie"
"702662157","SG",2024,"Partenaire stratégique",0.5554,113783.74,-4054.47,569137.11,"Bouygues","BTP"
"462492166","HK",2024,"Autre",0.9318,-241477.63,33752.1,806492.08,"Société_Française_112","Santé"
"382709835","US",2023,"Filiale",0.6764,83360.51,-76415.05,737988.72,"Gameloft","Jeux vidéo"
"462492166","MX",2024,"Maison Mère",0.8582,58879.26,134104.79,168014.48,"Société_Française_112","Santé"
"407242734","JP",2024,"Succursale",0.9632,86589.09,-1826.97,457545.57,"Servier","Pharmaceutique"
"405807560","BR",2024,"Joint Venture",0.2614,110554.72,-106970.89,319861.92,"EDF","Énergie"
"363488763","ES",2025,"Partenaire stratégique",0.3592,255882.03,47927.56,898538.42,"Ipsen","Pharmaceutique"
"509623141","JP",2024,"Maison Mère",0.5406,-61147.01,-38488.26,586869.48,"Boulanger","Distribution spécialisée"
"807180823","DE",2024,"Filiale",0.5934,2265.4,-136402.18,817008.21,"Société_Française_102","Industrie"
"629877872","SG",2025,"Partenaire stratégique",0.7615,-222959.57,-83077.39,356509.14,"Société_Française_110","Hôtellerie"
"474525303","JP",2024,"Filiale",0.4888,-147423.39,139667.02,875512.63,"Lagardère","Médias"
"676822243","JP",2025,"Joint Venture",0.188,38159.51,63471.79,851780.82,"Société_Française_97","Santé"
"774235526","BR",2023,"Filiale",0.4777,68000.75,-99898.09,712601.63,"Chanel","Luxe"
"525722212","US",2023,"Autre",0.6174,322439.31,-35476.11,128330.04,"Société_Française_90","Hôtellerie"
"476518783","HK",2024,"Filiale",0.3757,172245.52,84904.17,758896.85,"Société_Française_147","Construction"
"763799764","BE",2023,"Partenaire stratégique",0.4784,27433.24,11368.41,39106.27,"Société_Française_92","Hôtellerie"
"694567969","CH",2023,"Maison Mère",0.6416,90254.34,147538.7,726775.78,"Société_Française_117","Transport"
"657370909","CA",2023,"Maison Mère",0.4309,194952.9,-67034.87,607817.83,"Société_Française_149","Technologie"
"557866768","CA",2023,"Partenaire stratégique",0.3891,-255857.14,-8529.07,431429.5,"Société_Française_104","Santé"
"861172712","SE",2025,"Partenaire stratégique",0.4964,-90137.36,-16641.01,1054292.03,"Société_Française_108","Santé"
"586146491","GB",2025,"Partenaire stratégique",0.6571,-52262.76,-109806.56,766734.77,"Société_Française_148","Transport"
"407242734","US",2025,"Partenaire stratégique",0.3921,-53865.68,-1361.91,816004.79,"Servier","Pharmaceutique"
"614220298","JP",2023,"Partenaire stratégique",0.8227,197536.77,23852.24,59846.25,"Bonduelle","Agroalimentaire"
"663658596","IT",2024,"Succursale",0.4567,-61301.87,-90748.23,803156.34,"Dior","Luxe"
"622525805","US",2023,"Partenaire stratégique",0.9067,246485.53,57620.9,680663.55,"Eiffage","BTP"
"698773401","DE",2024,"Succursale",0.7691,95515.66,149843.58,76015.17,"Thales","Défense"
"764929686","MX",2025,"Joint Venture",0.0615,29468.86,-172647.78,869005.57,"Société_Française_150","Commerce"
"330600273","CA",2024,"Succursale",0.6677,-271860.71,54266.38,460229.7,"Société_Française_131","Transport"
"782062519","JP",2023,"Filiale",0.9535,-339912.37,-17692.62,508344.9,"Dassault Aviation","Aérospatial"
"579634961","DE",2024,"Partenaire stratégique",0.725,-53711.61,-49946.83,89668.58,"Société_Française_81","Transport"
"503082497","NL",2025,"Filiale",0.5768,-178116.27,-19226.93,403466.49,"Nexity","Immobilier"
"558882815","NL",2025,"Joint Venture",0.6425,-70902.88,-26780.49,779467.74,"Société_Française_143","Technologie"
"721548039","CA",2024,"Partenaire stratégique",0.3165,85242.86,70857.22,647281.11,"Airbus","Aérospatial"
"778245953","MX",2024,"Filiale",0.5633,-109452.15,152421.82,726444.29,"Société_Française_109","Hôtellerie"
"537199735","SE",2024,"Joint Venture",0.3083,-136750.52,-80105.17,416438.69,"Sanofi","Pharmaceutique"
"823568584","BR",2023,"Succursale",0.3339,193247.57,-17409.03,619934.21,"Société_Française_86","Énergie"
"797676830","BE",2025,"Partenaire stratégique",0.1456,-89035.61,-37618.75,590196.97,"Stellantis","Automobile"
"429562558","IN",2023,"Autre",0.6838,7426.33,66156.13,334723.74,"Société_Française_113","Énergie"
"516233750","CN",2024,"Maison Mère",0.6725,-3324.72,4917.7,335315.74,"SFR","Télécommunications"
"672446413","IN",2024,"Autre",0.9527,190913.8,-79921.06,539202.66,"Société_Française_123","Agriculture"
"462492166","PL",2024,"Filiale",0.1081,100265.53,26992.49,310894.11,"Société_Française_112","Santé"
"521138762","ZA",2023,"Filiale",0.8819,-78533.11,59173.74,536750.74,"Société_Française_83","Technologie"
"407154879","CH",2025,"Joint Venture",0.3133,-1178.56,-79821.62,636762.54,"Société_Française_76","Commerce"
"323631095","NL",2023,"Joint Venture",0.8756,-110257.57,726.17,672526.17,"Société_Française_137","Énergie"
"600444026","DE",2024,"Autre",0.8853,-278963.59,141739.83,325481.3,"Société_Française_136","Technologie"
"605255483","NL",2024,"Joint Venture",0.0896,41059,-87730.27,488152.98,"Schneider Electric","Équipements électriques"
"685807491","GB",2025,"Succursale",0.3088,273485.84,-51193.98,328877.02,"Capgemini","Services informatiques"
"896319729","SE",2023,"Succursale",0.3708,16537.39,-1447.85,784855.23,"Bolloré","Multisectoriel"
"702445345","SE",2023,"Autre",0.617,80530.59,216228.05,325404.51,"Air France-KLM","Transport aérien"
"354223695","HK",2024,"Joint Venture",0.0736,14610.46,-56971.02,663345.99,"Société_Française_85","Culture"
"469431876","BE",2023,"Succursale",0.9725,9373.93,-64301.22,372943.06,"Auchan","Grande distribution"
"608751238","ZA",2024,"Joint Venture",0.4179,155891,-146105.28,356111.94,"Société_Française_125","Services"
"774235526","IT",2024,"Partenaire stratégique",0.4317,-8281.69,-46990.4,561303.95,"Chanel","Luxe"
"685664947","CA",2025,"Autre",0.8158,-185835.49,49714.66,608644.23,"Société_Française_115","Transport"
"629877872","CH",2025,"Partenaire stratégique",0.5012,69613.97,65018.29,553021.94,"Société_Française_110","Hôtellerie"
"877640240","JP",2023,"Partenaire stratégique",0.5582,106242.66,97043.52,549438.07,"Société_Française_140","Technologie"
"774235526","CA",2024,"Joint Venture",0.1962,55406.55,63553.31,387843.18,"Chanel","Luxe"
"778245953","SG",2025,"Succursale",0.659,59930.14,-6300.72,474713.43,"Société_Française_109","Hôtellerie"
"403952015","JP",2023,"Maison Mère",0.4355,-120644.91,14792.69,603367.43,"Saint-Gobain","Matériaux de construction"
"823568584","NL",2025,"Succursale",0.3577,64865.57,72423.37,671858.22,"Société_Française_86","Énergie"
"588475975","PL",2023,"Autre",0.998,-51477.3,124355.77,375814.47,"Criteo","Publicité en ligne"
"676911174","SG",2023,"Joint Venture",0.7977,58858.23,202341.83,374808.1,"Cartier","Luxe"
"503421033","HK",2025,"Partenaire stratégique",0.9048,-140216.79,-115862.12,443941.19,"TF1","Médias"
"518566719","DE",2025,"Succursale",0.1535,-27352.23,-61620.92,410946.09,"Hermès International","Luxe"
"310982527","US",2023,"Maison Mère",0.2236,50071.46,-14220.02,410242.03,"CMA CGM","Transport maritime"
"590726816","BR",2025,"Partenaire stratégique",0.6971,-88377.37,147273.06,614942.8,"Veolia","Services environnementaux"
"560040156","JP",2024,"Filiale",0.6352,197438.09,-80607.5,942416.17,"Société_Française_129","Hôtellerie"
"474525303","BE",2025,"Joint Venture",0.3437,124203.6,86112.39,180805.71,"Lagardère","Médias"
"462492166","CH",2023,"Autre",0.6582,-243462.28,-87312.36,434364.51,"Société_Française_112","Santé"
"859293323","ZA",2023,"Partenaire stratégique",0.8113,-377856.83,66796.1,355046.9,"Renault","Automobile"
"440608028","GB",2024,"Filiale",0.4281,-193173.14,-5631.31,663435.14,"Société_Française_101","Construction"
"683870524","SG",2025,"Maison Mère",0.2427,-122683.8,-18501.36,78921.84,"Société_Française_111","Culture"
"815697976","JP",2024,"Maison Mère",0.2159,-23755.33,-15394.4,203672.22,"Société_Française_121","Services"
"403952015","CA",2023,"Joint Venture",0.5863,-161786.57,-35702.24,662815.66,"Saint-Gobain","Matériaux de construction"
"407154879","BE",2024,"Autre",0.7635,-90496.89,-2705.21,540999.5,"Société_Française_76","Commerce"
"310982527","AU",2025,"Succursale",0.5531,63800.46,-7013.14,746480.5,"CMA CGM","Transport maritime"
"700998588","CA",2024,"Maison Mère",0.6344,-30765.81,-55565.73,448834.99,"Société_Française_146","Services"
"642048867","NL",2025,"Partenaire stratégique",0.0636,-145799.94,-17700.42,235333.15,"Legrand","Équipements électriques"
"691448741","BR",2025,"Filiale",0.8598,-232452.5,58065.65,605705.98,"Société_Française_130","Technologie"
"782062519","PL",2024,"Filiale",0.697,219959.37,-21073.24,585623.58,"Dassault Aviation","Aérospatial"
"720493468","ZA",2024,"Partenaire stratégique",0.2508,117192.51,-272472.58,564580.9,"Faurecia","Équipement automobile"
"716364994","MX",2024,"Filiale",0.6625,74057.87,50261.7,637080.33,"Société_Française_82","Construction"
"416169572","ZA",2025,"Autre",0.1945,314996.55,9263.31,643157.52,"Société_Française_122","Transport"
"663658596","BR",2025,"Succursale",0.8564,-182406.34,-196343.5,197682.98,"Dior","Luxe"
"474525303","BR",2024,"Filiale",0.4201,-511609.44,-64121.77,691910.93,"Lagardère","Médias"
"744461512","SG",2023,"Maison Mère",0.4458,-105523.26,42663,990056.04,"Société_Française_120","Hôtellerie"
"892617147","DE",2025,"Succursale",0.8073,64613.46,-152712.65,244912.36,"Société_Française_100","Commerce"
"807180823","MX",2024,"Maison Mère",0.8163,97537.99,-64549.68,460438.65,"Société_Française_102","Industrie"
"685664947","AU",2023,"Autre",0.1542,-21375.95,-137705.49,287734.39,"Société_Française_115","Transport"
"719557960","US",2024,"Partenaire stratégique",0.5979,-220804.44,-17980.44,595650.25,"Société_Française_145","Industrie"
"688560550","IN",2023,"Filiale",0.587,-18331.76,78382.28,595581.54,"Unibail-Rodamco-Westfield","Immobilier commercial"
"509623141","SG",2025,"Filiale",0.1275,219488.29,-27330.8,328015.43,"Boulanger","Distribution spécialisée"
"323631095","CN",2023,"Autre",0.836,-318531.05,16061.13,401620.13,"Société_Française_137","Énergie"
"815697976","US",2025,"Filiale",0.1139,100945.47,-2531.15,211932.94,"Société_Française_121","Services"
"702445345","IT",2025,"Maison Mère",0.09,126548.73,-190592.55,511329.4,"Air France-KLM","Transport aérien"
"823568584","AU",2023,"Succursale",0.8332,-29877.58,-70299.26,271182.43,"Société_Française_86","Énergie"
"464386132","IN",2025,"Partenaire stratégique",0.458,-85015.41,-102544.76,528596.21,"Société_Française_87","Transport"
"764929686","PL",2023,"Maison Mère",0.6817,63218.44,44594.93,156325.02,"Société_Française_150","Commerce"
"767262414","IT",2023,"Autre",0.7955,-196471.83,3595.54,102039.4,"Atos","Services informatiques"
"379596645","IN",2023,"Filiale",0.765,-104095.36,56233.55,504977.56,"Société_Française_138","Agriculture"
"469116354","JP",2025,"Filiale",0.3445,-106066.54,143016.45,339390.79,"Société_Française_93","Hôtellerie"
"698773401","ZA",2025,"Partenaire stratégique",0.9483,126879.91,197216.11,813903.14,"Thales","Défense"
"476535691","CA",2024,"Filiale",0.2184,70738.81,64729.22,416253.48,"Société_Française_141","Santé"
"605255483","CN",2023,"Filiale",0.3215,16243.27,70301.73,75653.97,"Schneider Electric","Équipements électriques"
"676822243","ES",2025,"Partenaire stratégique",0.3177,-30906.7,53959.96,484722.99,"Société_Française_97","Santé"
"542642532","IT",2025,"Succursale",0.9682,75583.78,-59335.41,608295.84,"Intermarché","Grande distribution"
"382709835","MX",2024,"Partenaire stratégique",0.1676,-146372.33,-55950.48,615071.61,"Gameloft","Jeux vidéo"
"310982527","DE",2023,"Joint Venture",0.2924,70258.76,70906.67,753584.76,"CMA CGM","Transport maritime"
"648451828","NL",2024,"Maison Mère",0.6696,30657.17,-108690.24,172096.1,"M6","Médias"
"614220298","CA",2023,"Succursale",0.8147,-1896.24,-34425.31,720611.17,"Bonduelle","Agroalimentaire"
"694567969","IN",2025,"Joint Venture",0.1091,-71461.8,-41170.48,212211.6,"Société_Française_117","Transport"
"749965780","CA",2024,"Autre",0.3946,-61702.7,50573.89,487433.29,"Ubisoft","Jeux vidéo"
"676822243","CN",2023,"Joint Venture",0.6169,61997.21,25953.7,573487.91,"Société_Française_97","Santé"
"714974780","US",2023,"Maison Mère",0.4048,86168.7,-47250.14,919297.15,"Société_Française_98","Culture"
"329870562","CA",2025,"Filiale",0.283,-40206.4,21725.52,1054492.53,"Société_Française_103","Énergie"
"614220298","CH",2025,"Autre",0.5048,14801.86,26093.28,1173992.26,"Bonduelle","Agroalimentaire"
"323631095","JP",2023,"Joint Venture",0.9288,207922.85,-48559.92,715487.39,"Société_Française_137","Énergie"
"622525805","GB",2024,"Filiale",0.743,37489.24,-43665.75,824609.12,"Eiffage","BTP"
"763799764","BE",2025,"Joint Venture",0.1133,40650.59,-15180.97,26416.56,"Société_Française_92","Hôtellerie"
"797676830","IN",2024,"Partenaire stratégique",0.1454,116888.69,78875.63,332514.96,"Stellantis","Automobile"
"447760734","PL",2023,"Autre",0.9779,42615.56,38269.86,756807.45,"Lacoste","Textile"
"590726816","IN",2025,"Autre",0.2356,-75496.28,26673.26,713618.31,"Veolia","Services environnementaux"
"797676830","SG",2025,"Maison Mère",0.6345,-172422.87,-67236.19,704826.17,"Stellantis","Automobile"
"310982527","ZA",2025,"Partenaire stratégique",0.687,8089.79,-1489.13,15558.48,"CMA CGM","Transport maritime"
"503421033","PL",2025,"Autre",0.823,-19083.05,-48748.87,627791.66,"TF1","Médias"
"691448741","HK",2025,"Joint Venture",0.9694,181231.49,72050.39,850536.56,"Société_Française_130","Technologie"
"647310851","BE",2024,"Partenaire stratégique",0.3904,210444.25,93015.05,391780.83,"Société_Française_105","Transport"
"586146491","CA",2025,"Succursale",0.768,160170.93,-73553.19,232372,"Société_Française_148","Transport"
"330600273","NL",2025,"Partenaire stratégique",0.6296,-224954.88,26789.08,335718.43,"Société_Française_131","Transport"
"521430532","DE",2025,"Maison Mère",0.857,-36171.75,-72014.2,946666.44,"Société_Française_89","Énergie"
"767464543","NL",2023,"Partenaire stratégique",0.1799,76889.46,128203.76,723768.94,"La Poste","Logistique"
"694567969","PL",2024,"Filiale",0.5009,43339.36,-95436.99,354330.25,"Société_Française_117","Transport"
"591828838","DE",2023,"Filiale",0.7878,-66576.68,21294.33,115779.86,"Société_Française_126","Industrie"
"720493468","ZA",2025,"Partenaire stratégique",0.944,12738.95,96402.93,541339.54,"Faurecia","Équipement automobile"
"521138762","NL",2025,"Succursale",0.0818,-70573.19,122310.51,298624.21,"Société_Française_83","Technologie"
"474525303","MX",2023,"Partenaire stratégique",0.3036,-90075.38,115903.76,438456.3,"Lagardère","Médias"
"642048867","PL",2024,"Filiale",0.1263,204072.36,8859.26,552936.1,"Legrand","Équipements électriques"
"896319729","BE",2024,"Succursale",0.2553,54733.79,575.7,922008.95,"Bolloré","Multisectoriel"
"696944942","ES",2024,"Filiale",0.6563,-66242.39,-131335.39,24803.09,"TotalEnergies","Énergie"
"767464543","GB",2025,"Succursale",0.718,40520.2,-136429.21,623977.47,"La Poste","Logistique"
"433935973","IN",2023,"Filiale",0.0805,53420.06,-66366.91,432174.98,"Société_Française_134","Environnement"
"329870562","US",2023,"Succursale",0.2002,317671.31,-6162.22,521894.63,"Société_Française_103","Énergie"
"474486842","IN",2023,"Filiale",0.1964,-33603.78,-55227.78,1058468.05,"Société_Française_132","Hôtellerie"
"605255483","AU",2023,"Succursale",0.9185,-46146.71,59019.26,67812.76,"Schneider Electric","Équipements électriques"
"537199735","AU",2025,"Autre",0.3794,-32403.61,-67448.86,579680.47,"Sanofi","Pharmaceutique"
"837130741","HK",2023,"Joint Venture",0.9022,73579.18,102776.66,464579.39,"Dassault Systèmes","Logiciels"
"749965780","AU",2023,"Partenaire stratégique",0.2667,-364507.56,-46883.92,198033.85,"Ubisoft","Jeux vidéo"
"323631095","BR",2024,"Autre",0.1202,105544.39,-9297.23,459598.25,"Société_Française_137","Énergie"
"503421033","CA",2025,"Succursale",0.334,-75544.34,-70132.09,489920.45,"TF1","Médias"
"579634961","DE",2023,"Succursale",0.6148,238851.94,68282.61,618768.46,"Société_Française_81","Transport"
"807180823","BR",2025,"Succursale",0.8253,147969.14,-78252.45,196896.69,"Société_Française_102","Industrie"
"405807560","BE",2024,"Autre",0.8667,126029.26,-28798.18,210715.84,"EDF","Énergie"
"896319729","ES",2025,"Filiale",0.2878,148721.6,33879.24,441206.64,"Bolloré","Multisectoriel"
"590726816","BR",2024,"Succursale",0.5739,852.9,13882.39,197961.93,"Veolia","Services environnementaux"
"716364994","JP",2025,"Maison Mère",0.4872,-309977.21,-146864.1,239135.56,"Société_Française_82","Construction"
"462492166","ES",2025,"Filiale",0.817,-15432.12,66040.45,562799.22,"Société_Française_112","Santé"
"508284398","DE",2023,"Autre",0.3606,-231000.97,-29083.94,516092.39,"Société_Française_124","Environnement"
"774235526","BR",2025,"Autre",0.8403,-198025.62,72607.52,211118.11,"Chanel","Luxe"
"703507416","CN",2025,"Filiale",0.4623,309854.55,-60312.94,108109.83,"Société_Française_99","Hôtellerie"
"696944942","CN",2024,"Autre",0.2731,80818.69,-15866.59,812162.12,"TotalEnergies","Énergie"
"793532236","IT",2024,"Succursale",0.2742,-227493.89,41757.4,641181.2,"Publicis Groupe","Publicité"
"323631095","PL",2023,"Succursale",0.4534,-227684.7,1097.25,158704.42,"Société_Française_137","Énergie"
"363488763","NL",2025,"Filiale",0.2269,337513.32,-200837.11,311739.9,"Ipsen","Pharmaceutique"
"723490657","US",2024,"Filiale",0.546,-268976.16,6436.07,667600.36,"Elior","Restauration collective"
"685807491","AU",2024,"Autre",0.0824,13913.78,72202.33,529982.3,"Capgemini","Services informatiques"
"581392676","HK",2025,"Maison Mère",0.4015,-135019.33,64989.09,811924.41,"Kering","Luxe"
"561267069","CH",2023,"Succursale",0.7834,-121528.4,1926.91,488031.58,"Eurofins","Laboratoires"
"642048867","SG",2025,"Maison Mère",0.9572,158842.57,64662.68,738172.46,"Legrand","Équipements électriques"
"307325218","SG",2025,"Succursale",0.9784,137711.31,105638.64,282532.83,"Safran","Aérospatial"
"720493468","CA",2024,"Succursale",0.8426,174515.7,-135000.81,364684.42,"Faurecia","Équipement automobile"
"590726816","US",2024,"Partenaire stratégique",0.8049,224252.28,33013.43,369836.51,"Veolia","Services environnementaux"
"330600273","SG",2023,"Maison Mère",0.9676,-136044.7,58694.33,585783.43,"Société_Française_131","Transport"
"685807491","IT",2024,"Autre",0.9767,19225.77,-117913.9,275760.91,"Capgemini","Services informatiques"
"399658599","JP",2023,"Filiale",0.4331,99373.12,-66946.83,706704.91,"Société_Française_78","Services"
"767262414","MX",2025,"Maison Mère",0.4297,4418.07,16272.11,537883.47,"Atos","Services informatiques"
"537199735","GB",2025,"Succursale",0.827,-132488.95,-149315.85,121955.62,"Sanofi","Pharmaceutique"
"685664947","SG",2024,"Autre",0.7139,-34699.68,-36724.82,819927.32,"Société_Française_115","Transport"
"691448741","PL",2024,"Joint Venture",0.7635,162809.57,-93877.27,646651.18,"Société_Française_130","Technologie"
"629877872","SG",2023,"Filiale",0.6999,-211555.61,21393.4,668741.97,"Société_Française_110","Hôtellerie"
"421210989","US",2024,"Partenaire stratégique",0.1733,384788.12,-110761.4,818430.88,"Société_Française_88","Commerce"
"429562558","BR",2024,"Autre",0.432,8834.06,-39938.04,750249.04,"Société_Française_113","Énergie"
"608751238","BR",2025,"Joint Venture",0.0877,46896.08,-32376.85,559781.18,"Société_Française_125","Services"
"474486842","US",2025,"Joint Venture",0.4547,187657.81,-126596.4,289519.63,"Société_Française_132","Hôtellerie"
"503082497","JP",2023,"Succursale",0.506,129239.04,-63356.66,637946.02,"Nexity","Immobilier"
"676911174","IN",2025,"Succursale",0.3777,-53795.4,80736.66,429711.99,"Cartier","Luxe"
"329870562","CA",2024,"Filiale",0.1788,-93606.43,94178.44,769619.44,"Société_Française_103","Énergie"
"509623141","SG",2025,"Autre",0.3965,22825.48,-75333.34,627058.76,"Boulanger","Distribution spécialisée"
"508284398","SG",2023,"Maison Mère",0.757,-194373.39,-91829.45,586805.25,"Société_Française_124","Environnement"
"474525303","MX",2024,"Filiale",0.9149,46005.49,-61908.75,739643.67,"Lagardère","Médias"
"379596645","IN",2023,"Maison Mère",0.1527,-48167.25,4810.34,552816.73,"Société_Française_138","Agriculture"
"622525805","IN",2025,"Joint Venture",0.216,-115000.09,-111732.9,1119337.26,"Eiffage","BTP"
"474486842","JP",2025,"Autre",0.4627,-330291.73,42176.94,1059435.31,"Société_Française_132","Hôtellerie"
"576361912","SG",2025,"Maison Mère",0.7855,1201.61,-11809.44,269616.23,"Klépierre","Immobilier commercial"
